id,name,ownerid,age,livesleft,description
32937,Harley,523262,4,4,lovely
32938,Tiger,724652,4,7,lovely
32939,Mimi,716526,7,1,sweetheart
32940,Casper,701977,4,4,cute
32941,Kiki,538357,16,8,fat
32942,Oreo,566038,3,8,lovely
32943,Boo,597710,19,8,the best
32944,Felix,651262,24,6,fat
32945,Sammy,552553,11,9,fluffy
32946,Sugar,491632,13,7,beautiful
32947,Gizmo,514941,13,1,the best
32948,Midnight,517666,3,6,fat
32949,Ginger,695679,1,9,fluffy
32950,Trouble,741040,3,6,amazing
32951,Pepper,487982,3,8,fat
32952,Cookie,518584,12,4,fluffy
32953,Max,584039,6,5,work of art
32954,Lucy,545281,5,4,fat
32955,Muffin,493366,23,3,amazing
32956,Tinkerbell,606130,21,5,amazing
32957,Jack,720694,4,8,sweetheart
32958,Socks,600909,15,7,lovely
32959,Abby,583027,16,7,cute
32960,Mittens,668101,18,4,beautiful
32961,Cuddles,726518,16,8,cute
32962,Harley,703348,12,5,fluffy
32963,Gracie,588004,13,5,fat
32964,Kiki,639847,16,4,beautiful
32965,Sadie,604026,23,5,work of art
32966,Callie,560832,4,6,asshole
32967,Oliver,683947,10,6,fluffy
32968,Salem,736586,13,8,sweetheart
32969,Tinkerbell,690017,19,1,amazing
32970,Snowball,709139,1,5,beautiful
32971,Midnight,688905,5,9,asshole
32972,Nala,541671,24,1,asshole
32973,Sassy,680971,7,8,fat
32974,Bella,735682,15,4,cute
32975,Max,577601,9,6,beautiful
32976,Fluffy,638492,5,6,work of art
32977,Sadie,708997,16,6,amazing
32978,Whiskers,645664,25,9,the best
32979,Sheba,544640,24,6,fluffy
32980,Missy,590568,19,1,beautiful
32981,Smokey,551231,14,5,asshole
32982,Jasper,469456,20,5,sweetheart
32983,Chester,629004,3,7,work of art
32984,Kitty,477396,23,6,sweetheart
32985,Mittens,620968,21,4,cute
32986,Lucky,647991,6,8,sweetheart
32987,Fluffy,699805,6,7,cute
32988,Loki,696921,7,4,fluffy
32989,Missy,725484,24,1,sweetheart
32990,Salem,467536,23,3,fat
32991,Milo,480189,25,7,fluffy
32992,Buster,739764,1,9,lovely
32993,Sam,487391,7,6,beautiful
32994,Simba,609700,6,8,lovely
32995,Rocky,547384,16,2,fluffy
32996,Bella,671264,5,3,sweetheart
32997,Jasmine,624710,5,4,the best
32998,Chloe,701735,1,6,the best
32999,Annie,674187,14,7,amazing
33000,Spooky,572737,4,4,sweetheart
33001,Samantha,747894,19,6,beautiful
33002,Lily,478521,20,7,beautiful
33003,Sassy,597535,14,2,lovely
33004,Snickers,470865,2,8,cute
33005,Rascal,606172,19,3,beautiful
33006,Mimi,614823,18,2,work of art
33007,Spooky,677931,3,6,fluffy
33008,Luna,722644,13,2,fluffy
33009,Toby,689432,12,5,beautiful
33010,Snowball,644172,3,9,beautiful
33011,Miss kitty,584016,25,2,asshole
33012,Kitty,718105,11,7,amazing
33013,Maggie,704517,14,6,fluffy
33014,Kitty,638857,13,2,sweetheart
33015,Cuddles,528344,13,2,fat
33016,Boo,485151,9,4,the best
33017,Rascal,624846,19,7,beautiful
33018,Gracie,662831,17,6,work of art
33019,Dusty,564386,13,3,fluffy
33020,Sugar,721144,23,8,work of art
33021,Willow,506700,23,3,beautiful
33022,Max,567778,12,7,cute
33023,Sammy,636201,22,6,amazing
33024,Lily,711072,4,8,work of art
33025,Lilly,596503,25,1,fluffy
33026,Harley,546068,7,8,work of art
33027,Lily,579915,8,1,asshole
33028,Coco,504280,24,7,beautiful
33029,Molly,559129,19,5,fat
33030,Tigger,741885,17,5,amazing
33031,Dusty,472266,8,8,asshole
33032,Lily,684695,1,5,work of art
33033,Bella,488166,22,1,lovely
33034,Samantha,620176,20,9,sweetheart
33035,Gracie,672558,17,5,fluffy
33036,Tiger,709932,24,4,work of art
33037,Coco,589980,8,6,asshole
33038,Shadow,603845,2,4,fat
33039,Shadow,707825,23,4,fluffy
33040,Midnight,682189,18,9,amazing
33041,Cookie,704787,6,2,asshole
33042,Pepper,695975,3,3,beautiful
33043,Garfield,585919,5,1,amazing
33044,Casper,556617,16,8,fat
33045,Sam,483358,23,3,amazing
33046,Bubba,525354,3,6,work of art
33047,Boots,508120,15,3,beautiful
33048,Oreo,719057,14,3,lovely
33049,Molly,742698,17,8,fat
33050,Snuggles,579967,25,8,cute
33051,Loki,619159,19,2,sweetheart
33052,Snickers,510738,4,4,asshole
33053,Loki,505929,7,8,fluffy
33054,Sammy,742216,15,4,asshole
33055,Bandit,741797,7,2,work of art
33056,Max,598963,17,5,fluffy
33057,Oscar,666462,17,2,fluffy
33058,Lucky,720026,17,5,cute
33059,Whiskers,497007,16,2,fluffy
33060,Max,468321,16,1,the best
33061,Milo,599679,20,7,fluffy
33062,Jasmine,484926,10,7,beautiful
33063,Cleo,722470,6,1,asshole
33064,Buster,652452,12,8,fluffy
33065,Felix,555577,12,1,lovely
33066,Mittens,477080,6,9,fluffy
33067,Snowball,681298,18,5,work of art
33068,Simba,575181,15,9,cute
33069,Zoey,733369,2,8,fat
33070,Baby,701809,22,8,sweetheart
33071,Smokey,620421,21,8,lovely
33072,Precious,545601,11,2,fluffy
33073,Sassy,596708,4,9,the best
33074,Whiskers,585528,8,5,work of art
33075,Jack,709232,4,1,lovely
33076,Annie,475752,7,7,beautiful
33077,Jack,568184,1,5,sweetheart
33078,Buddy,613350,23,8,beautiful
33079,Rascal,590095,6,5,the best
33080,Pumpkin,523642,3,6,amazing
33081,Angel,687996,12,1,lovely
33082,Bubba,588021,9,1,lovely
33083,Milo,680403,7,5,lovely
33084,Garfield,624851,24,9,amazing
33085,Fluffy,542733,25,6,work of art
33086,Sophie,614997,25,3,amazing
33087,Zoe,724974,12,2,fat
33088,Molly,655734,20,4,cute
33089,Bob,720959,3,5,sweetheart
33090,Bear,733841,1,6,asshole
33091,Sadie,519404,2,8,cute
33092,Cleo,557790,2,9,beautiful
33093,Shadow,732994,11,8,fat
33094,Callie,548306,20,6,beautiful
33095,Leo,502369,14,2,sweetheart
33096,Sasha,566639,25,6,the best
33097,Oscar,493297,14,4,fluffy
33098,Bailey,669173,15,6,lovely
33099,Oscar,613309,8,8,amazing
33100,Lola,704759,14,3,beautiful
33101,Molly,690503,14,8,lovely
33102,Simon,480077,4,4,work of art
33103,Simba,527222,6,5,fat
33104,Chester,529408,16,4,amazing
33105,Luna,585994,8,8,fat
33106,Tigger,652678,18,7,lovely
33107,Ginger,738193,24,4,asshole
33108,Sadie,699465,8,3,work of art
33109,Kitty,680801,9,5,beautiful
33110,Bubba,510400,9,7,the best
33111,Chester,475129,8,8,sweetheart
33112,Buster,495534,3,8,the best
33113,George,485817,6,4,work of art
33114,Fluffy,633115,15,6,lovely
33115,Ginger,484558,7,4,fat
33116,Sophie,469647,8,6,sweetheart
33117,Oreo,506099,7,7,cute
33118,Rocky,692315,12,9,beautiful
33119,Bubba,662911,11,5,sweetheart
33120,Cali,567720,13,2,work of art
33121,Lola,709447,25,4,asshole
33122,Gracie,675602,8,1,fat
33123,Leo,516084,15,6,asshole
33124,Bandit,468113,20,4,amazing
33125,Leo,480993,21,3,beautiful
33126,Max,713778,19,9,sweetheart
33127,Socks,513201,10,2,work of art
33128,Mittens,668805,6,6,beautiful
33129,Lily,645931,7,1,work of art
33130,Kitty,662116,19,1,sweetheart
33131,Max,530244,10,6,asshole
33132,Lucky,739903,25,7,fat
33133,Willow,528278,9,7,the best
33134,Nala,736468,19,2,asshole
33135,Rascal,725750,1,1,sweetheart
33136,Bella,721409,21,9,work of art
33137,Angel,493318,21,5,the best
33138,Lola,467119,10,6,fluffy
33139,Fluffy,497950,3,8,work of art
33140,Rascal,529219,4,3,beautiful
33141,Cleo,624685,13,3,amazing
33142,Samantha,623548,7,4,work of art
33143,Kiki,566123,9,7,amazing
33144,Toby,706792,22,4,the best
33145,Simon,608750,21,3,beautiful
33146,Molly,623021,9,9,sweetheart
33147,Sadie,491788,2,6,lovely
33148,Scooter,515657,15,4,lovely
33149,Bear,477551,10,9,sweetheart
33150,Cookie,627623,7,7,the best
33151,Mia,503409,11,7,beautiful
33152,Bob,479070,14,1,asshole
33153,Sasha,610248,21,7,beautiful
33154,Charlie,594688,1,8,cute
33155,Molly,729348,8,9,work of art
33156,Bailey,528832,24,1,cute
33157,Snowball,744568,10,2,amazing
33158,Snowball,549178,4,5,asshole
33159,Socks,638811,21,4,cute
33160,Lilly,495137,11,5,asshole
33161,Mia,522142,10,6,work of art
33162,Cuddles,523056,5,7,asshole
33163,Baby,716120,18,7,amazing
33164,Jasper,515811,2,8,amazing
33165,Bailey,679717,5,2,work of art
33166,Leo,597719,12,2,lovely
33167,Jasper,619420,2,9,asshole
33168,Shadow,564922,15,3,fat
33169,Charlie,543586,7,1,fluffy
33170,Mimi,586406,25,3,fluffy
33171,Annie,597422,5,6,amazing
33172,Boo,591987,9,8,amazing
33173,Jasmine,482800,11,1,beautiful
33174,Annie,476435,10,9,sweetheart
33175,Lilly,562369,1,1,sweetheart
33176,Lucy,651880,13,4,sweetheart
33177,Angel,482335,5,1,cute
33178,Sophie,668768,21,2,fat
33179,Oliver,542942,3,5,lovely
33180,Trouble,663181,5,3,amazing
33181,Baby,720480,25,9,the best
33182,Max,538653,22,6,sweetheart
33183,Missy,681773,7,6,cute
33184,Socks,504501,6,6,asshole
33185,Cuddles,529702,6,5,lovely
33186,Tinkerbell,514468,22,4,cute
33187,Snowball,574953,24,5,cute
33188,Cleo,614348,21,2,cute
33189,Lucy,524953,6,5,fluffy
33190,Jasper,743151,3,4,cute
33191,Bubba,602508,15,5,work of art
33192,Bob,502704,3,4,lovely
33193,Kiki,524584,25,5,work of art
33194,Kitty,626941,5,1,amazing
33195,Casper,621093,11,8,lovely
33196,Bear,500086,2,9,asshole
33197,Fluffy,718125,23,8,fat
33198,Tigger,639269,12,9,work of art
33199,Lola,747730,9,3,lovely
33200,Peanut,612773,16,5,lovely
33201,Felix,678586,4,1,the best
33202,Boo,714948,17,3,fluffy
33203,Misty,674113,22,3,asshole
33204,Sammy,603876,10,2,sweetheart
33205,Jasper,621652,19,6,fat
33206,Oliver,724444,19,8,work of art
33207,Spooky,744593,15,9,fluffy
33208,Casper,519035,11,8,sweetheart
33209,Luna,496378,12,3,beautiful
33210,Baby,600764,20,6,the best
33211,Tiger,613863,20,3,sweetheart
33212,Cookie,569846,11,5,the best
33213,Loki,594587,24,3,work of art
33214,Mia,692553,21,5,amazing
33215,Simon,694785,17,4,beautiful
33216,Zoe,693906,13,1,fat
33217,Cookie,721590,24,5,the best
33218,Lucky,594946,5,4,sweetheart
33219,Jasmine,602597,11,5,lovely
33220,Sasha,642104,6,3,beautiful
33221,Zoe,599039,16,7,work of art
33222,Maggie,736898,11,8,work of art
33223,Sammy,691103,11,2,fat
33224,Lucky,690259,3,7,asshole
33225,Buster,698535,10,9,asshole
33226,Angel,503883,3,7,the best
33227,Molly,497459,20,4,cute
33228,Kiki,485063,16,9,beautiful
33229,Zoey,694649,17,2,lovely
33230,Annie,480221,25,2,fat
33231,Fluffy,658424,4,4,asshole
33232,Peanut,627634,7,5,fluffy
33233,Sheba,664228,2,4,the best
33234,Sheba,730507,20,2,cute
33235,Princess,688548,2,4,the best
33236,Pepper,666305,20,5,the best
33237,Felix,664009,11,8,fluffy
33238,Mia,613472,5,8,asshole
33239,Princess,496389,20,8,work of art
33240,Jack,478256,24,9,cute
33241,Daisy,468553,16,6,sweetheart
33242,Bailey,576191,2,7,lovely
33243,Cleo,517329,8,4,fluffy
33244,Snuggles,644675,14,2,work of art
33245,Annie,711900,14,8,cute
33246,Tinkerbell,660826,5,1,fluffy
33247,Annie,741548,2,7,asshole
33248,Salem,689702,3,9,fat
33249,Nala,696791,17,3,sweetheart
33250,Felix,506370,8,9,fluffy
33251,Zoey,691887,19,5,amazing
33252,Misty,627867,9,1,fat
33253,Zoey,464196,8,9,asshole
33254,Maggie,618379,20,8,amazing
33255,Loki,704986,13,5,amazing
33256,Maggie,621781,12,4,fat
33257,Toby,511794,22,8,sweetheart
33258,Jasmine,563031,21,5,cute
33259,Sophie,535695,1,4,fat
33260,Garfield,737990,5,1,beautiful
33261,Lily,674334,4,1,lovely
33262,Lucy,582341,10,7,work of art
33263,Sugar,736928,23,7,cute
33264,Rocky,734877,14,9,amazing
33265,Zoey,467958,7,8,cute
33266,Ginger,696205,11,6,fat
33267,Sophie,481446,8,4,fluffy
33268,Mimi,581907,5,7,amazing
33269,Princess,637280,17,7,cute
33270,Mia,600231,10,7,the best
33271,Casper,514551,18,3,sweetheart
33272,Cuddles,653669,7,5,asshole
33273,Sasha,574855,10,5,work of art
33274,Jasmine,663417,18,1,lovely
33275,Nala,661780,22,1,the best
33276,Angel,628135,5,1,lovely
33277,Snowball,536729,15,6,cute
33278,Coco,619209,23,9,amazing
33279,Scooter,666763,25,5,the best
33280,Boots,694529,9,4,sweetheart
33281,Cleo,742475,10,7,the best
33282,Bear,654519,24,6,sweetheart
33283,Snuggles,641351,5,9,fat
33284,Oscar,540981,22,5,lovely
33285,Bailey,747457,22,3,fluffy
33286,Garfield,711097,5,2,sweetheart
33287,Lily,566771,15,6,fat
33288,Simba,466113,11,6,fat
33289,Boo,726322,25,3,work of art
33290,Jasper,562499,13,6,the best
33291,Gizmo,626265,5,3,asshole
33292,Mimi,638680,4,2,lovely
33293,Buddy,682903,8,4,asshole
33294,Peanut,591727,4,2,asshole
33295,Scooter,546455,22,4,lovely
33296,Luna,537498,17,1,beautiful
33297,Misty,693187,20,3,cute
33298,Milo,726344,20,2,amazing
33299,Sophie,703348,13,3,amazing
33300,Missy,554045,10,8,beautiful
33301,Cookie,489951,22,3,fat
33302,Midnight,667940,23,4,amazing
33303,Bob,675679,8,3,the best
33304,Whiskers,649923,22,1,the best
33305,Miss kitty,714592,22,3,fluffy
33306,Kiki,572098,4,9,cute
33307,Tigger,463106,21,5,asshole
33308,Oscar,708390,9,9,sweetheart
33309,Coco,646819,16,9,beautiful
33310,Buster,621946,1,1,lovely
33311,Annie,722867,18,3,amazing
33312,Precious,501781,3,5,the best
33313,Cleo,636965,14,2,cute
33314,Patches,703321,24,1,work of art
33315,Simba,612966,9,5,beautiful
33316,Max,681113,2,8,fat
33317,Gracie,527013,3,1,lovely
33318,Rocky,704508,9,8,lovely
33319,Zoey,625413,16,2,sweetheart
33320,Bubba,724688,17,6,sweetheart
33321,Misty,604614,5,5,cute
33322,Bailey,609301,6,8,work of art
33323,Sam,602660,6,7,amazing
33324,Kitty,625135,19,6,beautiful
33325,Garfield,538318,6,7,asshole
33326,Cleo,651995,10,1,beautiful
33327,Simba,738495,2,2,sweetheart
33328,Patches,655666,21,2,asshole
33329,Gracie,702449,3,7,asshole
33330,Tinkerbell,509129,16,6,amazing
33331,Pepper,568119,4,7,fluffy
33332,Sassy,686013,20,6,amazing
33333,Bandit,641679,13,2,sweetheart
33334,Simba,742236,14,9,fluffy
33335,Sugar,689926,7,7,asshole
33336,Casper,470970,19,8,lovely
33337,Lola,693044,9,9,amazing
33338,Chloe,522009,10,3,lovely
33339,Jasmine,711991,24,1,sweetheart
33340,Leo,564925,4,8,fat
33341,Sophie,566772,22,5,work of art
33342,Shadow,690445,10,5,sweetheart
33343,Toby,504452,25,1,the best
33344,Fluffy,547206,4,4,sweetheart
33345,Jack,539332,13,1,fat
33346,Chloe,580590,20,8,work of art
33347,Annie,462983,4,1,beautiful
33348,Sam,708161,18,6,work of art
33349,Snickers,551484,6,5,lovely
33350,Sammy,547292,13,7,work of art
33351,Bear,506683,9,3,fluffy
33352,Willow,661734,10,3,fat
33353,Ginger,499769,8,9,amazing
33354,Midnight,745474,15,1,fat
33355,Precious,748153,1,3,beautiful
33356,Buddy,567267,14,7,amazing
33357,Coco,659333,22,3,fluffy
33358,Charlie,649544,13,9,lovely
33359,Chester,668759,25,7,work of art
33360,Oscar,538505,18,5,fat
33361,Cookie,597856,1,1,asshole
33362,Sassy,663335,22,4,cute
33363,Oscar,674558,3,7,cute
33364,Boots,698242,21,1,lovely
33365,Mimi,720042,24,6,work of art
33366,Abby,706333,10,5,cute
33367,Casper,584750,17,7,asshole
33368,Rocky,646221,18,5,cute
33369,Buddy,502020,18,9,cute
33370,Bob,504419,25,6,work of art
33371,Sammy,678824,6,6,cute
33372,Oscar,698005,21,9,amazing
33373,Jasper,615813,15,6,the best
33374,Boo,477583,20,9,the best
33375,Socks,668244,16,2,lovely
33376,Socks,597623,5,1,cute
33377,Bella,616137,8,4,amazing
33378,Buster,625092,5,8,cute
33379,Lola,630735,6,4,fat
33380,Misty,736340,15,5,lovely
33381,Pepper,584840,4,3,the best
33382,Rascal,629492,8,7,asshole
33383,Mimi,553451,13,9,work of art
33384,Mimi,500716,15,3,sweetheart
33385,Zoe,653326,20,3,the best
33386,Garfield,589153,15,9,the best
33387,Ginger,657881,25,6,work of art
33388,Princess,494261,21,1,sweetheart
33389,Gracie,618821,15,9,fluffy
33390,Oreo,532806,13,6,work of art
33391,Bailey,693619,23,1,sweetheart
33392,Harley,533650,14,7,the best
33393,Mimi,485441,18,4,fat
33394,Garfield,646222,23,2,cute
33395,George,681777,24,2,fluffy
33396,Tinkerbell,528385,5,5,sweetheart
33397,Bear,609366,12,4,sweetheart
33398,Lilly,472377,25,8,sweetheart
33399,Miss kitty,580603,8,8,asshole
33400,Nala,612856,1,4,lovely
33401,Ginger,522379,8,7,lovely
33402,Abby,726276,5,8,fat
33403,Gizmo,494828,23,5,lovely
33404,Samantha,548886,25,2,beautiful
33405,Socks,633271,1,1,work of art
33406,Chester,508577,25,6,work of art
33407,Max,642480,19,8,lovely
33408,Bob,697170,25,8,fluffy
33409,Pepper,735624,18,3,sweetheart
33410,Snuggles,656619,15,7,sweetheart
33411,Boo,491782,7,9,asshole
33412,Leo,726940,3,7,the best
33413,Princess,537273,1,5,fat
33414,Toby,569545,14,9,beautiful
33415,Chloe,607592,10,8,asshole
33416,Lucky,602794,21,8,cute
33417,Sophie,551808,1,5,beautiful
33418,Shadow,646588,1,1,fluffy
33419,Angel,469637,7,2,fat
33420,Pepper,560178,20,2,lovely
33421,Lilly,643358,14,8,lovely
33422,Maggie,630473,18,4,work of art
33423,Jack,536340,23,2,asshole
33424,Annie,697546,13,6,lovely
33425,Abby,550726,10,5,fat
33426,Mimi,603833,25,4,beautiful
33427,Luna,527431,5,3,fat
33428,Daisy,730500,1,8,lovely
33429,Bear,697534,12,6,lovely
33430,Lily,619429,6,9,work of art
33431,Luna,539772,13,1,work of art
33432,Precious,509312,3,1,lovely
33433,Scooter,636667,18,3,cute
33434,Garfield,529556,18,5,beautiful
33435,Molly,508201,15,2,cute
33436,Miss kitty,702320,21,3,the best
33437,Angel,520118,18,3,cute
33438,Bubba,584461,2,8,lovely
33439,Lilly,492854,12,4,cute
33440,Sassy,472694,3,8,beautiful
33441,Coco,686351,7,2,sweetheart
33442,Bob,558800,8,3,sweetheart
33443,Daisy,735282,20,2,fat
33444,Muffin,672362,13,4,cute
33445,Cali,664039,10,1,fluffy
33446,Shadow,587262,25,6,amazing
33447,Tiger,643023,8,9,sweetheart
33448,Molly,490019,24,3,beautiful
33449,Maggie,670583,4,3,the best
33450,Bailey,503557,9,6,beautiful
33451,Bob,593484,6,9,sweetheart
33452,Abby,519383,15,6,fluffy
33453,Precious,618316,7,5,work of art
33454,Mia,670607,5,9,amazing
33455,Kiki,549377,21,2,cute
33456,Bandit,491308,16,1,fluffy
33457,Kitty,746450,16,9,cute
33458,Charlie,660495,8,6,cute
33459,Mia,717354,16,7,beautiful
33460,Jack,652476,18,4,beautiful
33461,Jasper,656818,16,1,fat
33462,Snuggles,671559,7,2,sweetheart
33463,Miss kitty,487457,14,7,work of art
33464,Nala,539668,17,2,work of art
33465,Jasmine,623389,10,4,fluffy
33466,Molly,514282,18,2,sweetheart
33467,Peanut,601068,9,1,cute
33468,Chester,465745,3,6,fat
33469,Jasmine,741353,20,9,fluffy
33470,Chester,614906,2,9,cute
33471,Buster,703154,2,9,sweetheart
33472,Zoey,538530,15,6,fluffy
33473,Buddy,495816,19,5,work of art
33474,Snickers,480679,18,6,the best
33475,Simon,686669,5,2,amazing
33476,Dusty,695543,17,7,work of art
33477,Oreo,665586,2,4,amazing
33478,Sasha,720727,20,3,cute
33479,Max,614421,18,7,beautiful
33480,Bella,509953,9,6,amazing
33481,Fluffy,698966,2,1,amazing
33482,Sheba,575703,10,4,fat
33483,Snuggles,490578,15,3,the best
33484,Cali,649248,12,9,fat
33485,Spooky,707998,3,9,work of art
33486,Salem,623106,10,8,fluffy
33487,Zoe,508277,18,4,the best
33488,Zoe,683967,6,6,fat
33489,Precious,577075,10,6,lovely
33490,Cleo,567485,23,2,amazing
33491,Toby,497194,21,4,amazing
33492,Sheba,593578,15,5,work of art
33493,Nala,671582,13,4,lovely
33494,Felix,697636,16,7,amazing
33495,Buddy,733306,5,1,cute
33496,Zoe,550542,24,7,asshole
33497,Casper,546335,24,4,cute
33498,Max,465639,6,4,fluffy
33499,Muffin,584057,2,3,lovely
33500,Ginger,611136,9,8,the best
33501,Harley,508673,17,5,amazing
33502,Lilly,622532,8,5,beautiful
33503,Fluffy,708358,5,6,asshole
33504,Missy,573080,23,4,amazing
33505,Tigger,570335,11,8,cute
33506,Sassy,722779,5,5,work of art
33507,Chester,598315,25,6,asshole
33508,Miss kitty,521683,17,3,amazing
33509,George,573555,21,9,sweetheart
33510,Mittens,740702,2,4,the best
33511,Charlie,675875,14,3,amazing
33512,Patches,569680,16,1,amazing
33513,Mimi,486763,20,7,lovely
33514,Oliver,526982,5,1,work of art
33515,Pumpkin,532958,17,2,work of art
33516,Luna,696267,22,6,work of art
33517,Pepper,469991,9,6,fluffy
33518,Tinkerbell,502152,19,6,work of art
33519,Spooky,537197,16,7,sweetheart
33520,Boo,665559,8,9,lovely
33521,Patches,587000,24,9,sweetheart
33522,Midnight,463534,18,9,the best
33523,Max,617718,13,6,fat
33524,Charlie,551522,5,5,cute
33525,Rascal,477251,16,8,fluffy
33526,Bob,707350,6,4,work of art
33527,Lilly,512893,7,8,the best
33528,Precious,496203,15,3,the best
33529,Sophie,663160,19,3,the best
33530,Cuddles,608585,8,2,fluffy
33531,Midnight,644863,23,9,fluffy
33532,Snowball,585729,8,7,cute
33533,Trouble,677637,4,3,work of art
33534,Mia,655498,4,5,asshole
33535,Sadie,463054,6,5,work of art
33536,Mia,649064,4,3,cute
33537,Lily,629516,3,3,beautiful
33538,Cleo,659156,18,1,amazing
33539,Lily,560106,11,3,work of art
33540,Sam,502184,24,5,fluffy
33541,Misty,523367,5,1,work of art
33542,Buster,663037,19,6,the best
33543,Shadow,609284,4,8,the best
33544,Mia,627615,18,3,asshole
33545,Lucky,517287,21,7,fluffy
33546,Gracie,595537,11,1,sweetheart
33547,Tigger,652790,1,4,lovely
33548,Snickers,585312,15,5,work of art
33549,Miss kitty,728787,22,5,beautiful
33550,Harley,625231,22,8,asshole
33551,Coco,630922,6,3,asshole
33552,Pumpkin,554234,15,9,beautiful
33553,Missy,537630,19,7,the best
33554,Chester,504201,12,2,sweetheart
33555,Willow,745529,1,6,sweetheart
33556,Daisy,680333,8,4,sweetheart
33557,Misty,729319,23,1,asshole
33558,Rocky,742146,17,8,amazing
33559,Salem,667360,10,2,fluffy
33560,Charlie,596406,12,1,work of art
33561,Kitty,635997,25,8,sweetheart
33562,Sugar,507594,21,1,sweetheart
33563,Gizmo,640507,13,8,work of art
33564,Max,538575,5,9,asshole
33565,Sugar,706719,23,8,fat
33566,Fluffy,510479,11,4,beautiful
33567,Shadow,538138,25,4,amazing
33568,Jack,579683,17,6,the best
33569,Simon,580017,11,6,sweetheart
33570,Bear,598128,18,2,beautiful
33571,Coco,601955,2,6,cute
33572,Max,499552,7,1,cute
33573,Mittens,577178,13,5,amazing
33574,Tigger,688965,21,6,work of art
33575,Chester,515737,2,6,work of art
33576,Jasmine,548219,15,8,asshole
33577,Dusty,618628,12,4,sweetheart
33578,Max,690350,6,7,amazing
33579,Cookie,478927,10,7,cute
33580,Midnight,747335,22,7,lovely
33581,Bailey,547845,23,8,fat
33582,Midnight,715044,8,1,fat
33583,Mia,497211,2,6,beautiful
33584,Zoe,651762,1,8,work of art
33585,Maggie,470814,8,9,amazing
33586,Fluffy,728928,10,5,fat
33587,Shadow,512220,13,7,lovely
33588,Sophie,592636,6,8,lovely
33589,Tiger,465999,19,6,work of art
33590,Snowball,632445,24,1,sweetheart
33591,George,577780,10,7,amazing
33592,Annie,485348,16,3,sweetheart
33593,Scooter,502291,18,4,beautiful
